"","step","mining module","ore storage","processing module","refined storage","printing robot","manufacturing module","equipment storage","assembly robot","habitation module","life-support module"
"7367",7367,912,1187,1115,590,771,1205,1679,822,854,572
"7368",7368,912,1187,1115,590,771,1205,1679,822,694,572
"7369",7369,1391,1187,1115,590,771,1205,1679,822,694,572
"7370",7370,1391,1187,1115,590,1458,1205,1679,822,694,572
"7371",7371,1391,1187,1115,590,1458,1205,919,822,694,572
"7372",7372,1391,1490,1115,590,1458,1205,919,822,694,572
"7373",7373,1391,1490,1115,590,1458,1020,919,822,694,572
"7374",7374,1391,1490,1115,590,1458,825,919,822,694,572
"7375",7375,1391,1490,1115,590,1458,825,919,660,694,572
"7376",7376,1391,1490,1115,590,1042,825,919,660,694,572
"7377",7377,1391,1490,1115,590,1042,825,919,660,1834,572
"7378",7378,1391,1490,1115,590,1042,825,984,660,1834,572
"7379",7379,1391,1490,1115,1839,1042,825,984,660,1834,572
"7380",7380,1391,1490,1115,1839,1042,825,984,660,1834,537
"7381",7381,1391,1834,1115,1839,1042,825,984,660,1834,537
"7382",7382,1391,1834,1115,1839,1042,1473,984,660,1834,537
"7383",7383,1391,1834,1115,1839,1042,1473,984,660,961,537
"7384",7384,1391,1834,1115,1839,1042,1355,984,660,961,537
"7385",7385,1391,1834,1115,586,1042,1355,984,660,961,537
"7386",7386,1391,1834,1115,586,1042,1355,984,1306,961,537
"7387",7387,1391,1834,1095,586,1042,1355,984,1306,961,537
"7388",7388,1637,1834,1095,586,1042,1355,984,1306,961,537
"7389",7389,1637,1834,1095,586,1042,1355,984,1306,961,1456
"7390",7390,439,1834,1095,586,1042,1355,984,1306,961,1456
"7391",7391,439,1834,1095,586,1042,1355,1083,1306,961,1456
"7392",7392,439,1834,1095,1770,1042,1355,1083,1306,961,1456
"7393",7393,439,1630,1095,1770,1042,1355,1083,1306,961,1456
"7394",7394,439,1630,1095,1770,1042,1355,1083,1306,557,1456
"7395",7395,439,1630,1095,1424,1042,1355,1083,1306,557,1456
"7396",7396,439,1064,1095,1424,1042,1355,1083,1306,557,1456
"7397",7397,439,1064,1095,826,1042,1355,1083,1306,557,1456
"7398",7398,439,1064,1095,826,1042,1355,527,1306,557,1456
"7399",7399,439,1064,1095,826,1042,1355,527,1306,1669,1456
"7400",7400,439,1791,1095,826,1042,1355,527,1306,1669,1456
"7401",7401,439,1791,1095,826,1042,1355,1849,1306,1669,1456
"7402",7402,439,1791,1095,826,677,1355,1849,1306,1669,1456
"7403",7403,439,935,1095,826,677,1355,1849,1306,1669,1456
"7404",7404,439,935,1095,826,677,1355,1849,1771,1669,1456
"7405",7405,439,935,1095,826,677,1355,1849,1771,1669,796
"7406",7406,439,935,1782,826,677,1355,1849,1771,1669,796
"7407",7407,439,935,1782,826,677,1355,1587,1771,1669,796
"7408",7408,439,935,1048,826,677,1355,1587,1771,1669,796
"7409",7409,439,935,392,826,677,1355,1587,1771,1669,796
"7410",7410,439,935,392,826,677,1355,1534,1771,1669,796
"7411",7411,948,935,392,826,677,1355,1534,1771,1669,796
"7412",7412,948,935,392,826,677,1355,1338,1771,1669,796
"7413",7413,948,1854,392,826,677,1355,1338,1771,1669,796
"7414",7414,948,1854,392,826,677,1355,1338,1771,389,796
"7415",7415,948,1854,392,826,677,1355,1338,1771,1766,796
"7416",7416,948,1854,392,826,677,1355,1338,1798,1766,796
"7417",446,948,1854,392,826,677,1355,1338,1798,1766,796
"7418",7418,948,646,392,826,677,1355,1338,1798,1766,796
"7419",7419,948,646,1827,826,677,1355,1338,1798,1766,796
"7420",7420,948,646,1827,826,677,1468,1338,1798,1766,796
"7421",7421,948,646,1827,826,677,1468,1338,1798,494,796
"7422",7422,948,891,1827,826,677,1468,1338,1798,494,796
"7423",7423,948,891,1827,826,677,418,1338,1798,494,796
"7424",7424,948,891,1827,826,789,418,1338,1798,494,796
"7425",7425,948,891,1477,826,789,418,1338,1798,494,796
"7426",7426,948,891,1477,826,789,418,1338,1798,1244,796
"7427",7427,868,891,1477,826,789,418,1338,1798,1244,796
"7428",7428,868,1143,1477,826,789,418,1338,1798,1244,796
"7429",7429,868,1143,1477,826,789,405,1338,1798,1244,796
"7430",7430,571,1143,1477,826,789,405,1338,1798,1244,796
"7431",7431,571,1143,1477,826,789,405,1338,1099,1244,796
"7432",7432,571,1143,1477,1759,789,405,1338,1099,1244,796
"7433",7433,571,1143,1316,1759,789,405,1338,1099,1244,796
"7434",1443,571,1143,1316,1759,789,405,1338,1099,1244,796
"7435",7435,571,1143,1316,1759,789,405,1338,1099,1244,1274
"7436",7436,571,1143,1316,1759,789,405,1338,1099,1564,1274
"7437",7437,571,1143,766,1759,789,405,1338,1099,1564,1274
"7438",7438,571,1143,766,1759,789,405,1338,1099,1564,1258
"7439",7439,477,1143,766,1759,789,405,1338,1099,1564,1258
"7440",7440,477,515,766,1759,789,405,1338,1099,1564,1258
"7441",7441,477,515,766,1759,562,405,1338,1099,1564,1258
"7442",7442,477,515,766,1759,790,405,1338,1099,1564,1258
"7443",7443,477,515,766,1759,790,405,1338,1099,437,1258
"7444",7444,900,515,766,1759,790,405,1338,1099,437,1258
"7445",7445,900,515,766,1759,790,1499,1338,1099,437,1258
"7446",7446,900,515,766,1759,790,1499,1338,1336,437,1258
"7447",7447,981,515,766,1759,790,1499,1338,1336,437,1258
"7448",1770,981,515,766,1759,790,1499,1338,1336,437,1258
"7449",7449,981,515,766,1759,790,1499,954,1336,437,1258
"7450",7450,981,515,766,1759,790,1499,954,1336,995,1258
"7451",7451,981,515,766,1759,790,1499,1589,1336,995,1258
"7452",7452,749,515,766,1759,790,1499,1589,1336,995,1258
"7453",7453,749,515,766,1759,790,1499,1589,1336,995,1837
"7454",7454,749,515,766,1759,790,1499,1589,1524,995,1837
"7455",7455,600,515,766,1759,790,1499,1589,1524,995,1837
"7456",7456,600,515,766,1759,790,1499,783,1524,995,1837
"7457",7457,600,515,766,1759,790,1499,783,1808,995,1837
"7458",7458,600,540,766,1759,790,1499,783,1808,995,1837
"7459",7459,600,1076,766,1759,790,1499,783,1808,995,1837
"7460",7460,600,1076,766,1759,572,1499,783,1808,995,1837
"7461",7461,600,1076,766,1759,572,1499,783,1108,995,1837
"7462",7462,600,1076,766,1759,572,1499,1360,1108,995,1837
"7463",7463,600,1076,766,1759,1359,1499,1360,1108,995,1837
"7464",7464,600,1076,766,1759,1359,1757,1360,1108,995,1837
"7465",7465,600,1519,766,1759,1359,1757,1360,1108,995,1837
"7466",7466,600,1519,766,1759,908,1757,1360,1108,995,1837
"7467",7467,600,1397,766,1759,908,1757,1360,1108,995,1837
"7468",7468,600,1397,766,1759,626,1757,1360,1108,995,1837
"7469",7469,600,1397,748,1759,626,1757,1360,1108,995,1837
"7470",7470,600,1397,748,1759,626,1757,1360,453,995,1837
"7471",7471,600,1397,748,1759,626,1757,1360,947,995,1837
"7472",7472,600,1397,748,1759,626,693,1360,947,995,1837
"7473",7473,600,1397,748,1759,626,1376,1360,947,995,1837
"7474",7474,600,1397,748,1759,626,1376,551,947,995,1837
"7475",7475,600,1397,748,1759,626,401,551,947,995,1837
"7476",7476,600,1397,748,1759,626,401,551,947,995,1115
"7477",7477,1455,1397,748,1759,626,401,551,947,995,1115
"7478",7478,1455,1397,748,1759,626,401,551,947,1290,1115
"7479",7479,1455,1397,748,1759,626,1639,551,947,1290,1115
"7480",7480,1455,1397,748,1759,1805,1639,551,947,1290,1115
"7481",7481,499,1397,748,1759,1805,1639,551,947,1290,1115
"7482",7482,499,1397,748,1759,1805,1639,1628,947,1290,1115
"7483",7483,499,1397,748,1759,1805,1011,1628,947,1290,1115
"7484",7484,499,1397,748,1759,1805,1011,1628,947,1289,1115
"7485",1703,499,1397,748,1759,1805,1011,1628,947,1289,1115
"7486",7486,887,1397,748,1759,1805,1011,1628,947,1289,1115
"7487",7487,887,1397,748,1759,1805,1011,1628,947,1289,1303
"7488",7488,701,1397,748,1759,1805,1011,1628,947,1289,1303
"7489",7489,701,1397,748,1759,1805,968,1628,947,1289,1303
"7490",7490,701,1397,748,1759,1805,968,1628,947,444,1303
"7491",7491,701,1397,748,1759,1805,968,1628,530,444,1303
"7492",7492,701,1866,748,1759,1805,968,1628,530,444,1303
"7493",7493,626,1866,748,1759,1805,968,1628,530,444,1303
"7494",7494,626,1866,748,1759,1805,968,1156,530,444,1303
"7495",7495,626,1866,748,1759,1805,968,1156,530,444,771
"7496",7496,626,1866,748,1759,1805,968,1156,530,973,771
"7497",7497,626,1847,748,1759,1805,968,1156,530,973,771
"7498",7498,626,1847,748,1759,1328,968,1156,530,973,771
"7499",7499,541,1847,748,1759,1328,968,1156,530,973,771
"7500",7500,541,835,748,1759,1328,968,1156,530,973,771
"7501",7501,541,835,748,1759,1328,968,514,530,973,771
"7502",7502,1463,835,748,1759,1328,968,514,530,973,771
"7503",7503,1463,835,748,1759,1472,968,514,530,973,771
"7504",7504,1463,835,748,1759,1472,968,1857,530,973,771
"7505",7505,1463,835,748,1759,1472,1484,1857,530,973,771
"7506",7506,1463,835,1002,1759,1472,1484,1857,530,973,771
"7507",7507,1463,835,1002,1759,1472,1484,1857,1018,973,771
"7508",7508,1463,835,1876,1759,1472,1484,1857,1018,973,771
"7509",7509,1463,835,1876,1849,1472,1484,1857,1018,973,771
"7510",7510,1463,835,1876,1472,1472,1484,1857,1018,973,771
"7511",7511,1463,835,1876,1472,1472,1484,1857,1018,973,400
"7512",7512,1463,835,1876,1472,1472,1254,1857,1018,973,400
"7513",7513,1463,835,1876,1472,1472,432,1857,1018,973,400
"7514",7514,1463,835,1876,1472,1472,1042,1857,1018,973,400
"7515",7515,402,835,1876,1472,1472,1042,1857,1018,973,400
"7516",7516,402,456,1876,1472,1472,1042,1857,1018,973,400
"7517",7517,402,456,1876,1472,1542,1042,1857,1018,973,400
"7518",7518,402,456,1876,1472,1542,1042,988,1018,973,400
"7519",7519,402,456,1876,1472,1542,1042,1279,1018,973,400
"7520",7520,693,456,1876,1472,1542,1042,1279,1018,973,400
"7521",7521,693,456,1876,1472,547,1042,1279,1018,973,400
"7522",7522,693,456,1876,1472,1256,1042,1279,1018,973,400
"7523",7523,693,456,1876,1472,1256,1042,575,1018,973,400
"7524",7524,1068,456,1876,1472,1256,1042,575,1018,973,400
"7525",7525,1377,456,1876,1472,1256,1042,575,1018,973,400
"7526",7526,1377,456,1876,1472,1256,1042,1330,1018,973,400
"7527",7527,1377,456,1876,1472,1256,1102,1330,1018,973,400
"7528",7528,1377,456,1876,1472,1256,1102,1330,1018,600,400
"7529",7529,1377,456,1876,1472,1256,1102,1330,1018,1736,400
"7530",7530,1377,456,1876,1472,1256,1102,1263,1018,1736,400
"7531",7531,1377,456,1876,1472,1256,1102,1263,1018,577,400
"7532",1478,1377,456,1876,1472,1256,1102,1263,1018,577,400
"7533",7533,1168,456,1876,1472,1256,1102,1263,1018,577,400
"7534",7534,1168,456,1876,1550,1256,1102,1263,1018,577,400
"7535",1357,1168,456,1876,1550,1256,1102,1263,1018,577,400
"7536",7536,1168,456,1876,742,1256,1102,1263,1018,577,400
"7537",7537,1168,456,1876,742,1256,1232,1263,1018,577,400
"7538",7538,1168,1224,1876,742,1256,1232,1263,1018,577,400
"7539",7539,1168,1224,1876,742,1256,1232,1405,1018,577,400
"7540",7540,1168,1224,1876,742,1256,1232,1405,1018,1444,400
"7541",7541,1168,1224,1876,991,1256,1232,1405,1018,1444,400
"7542",7542,1168,1224,1876,1624,1256,1232,1405,1018,1444,400
"7543",7543,1168,1224,1876,1624,1256,1232,1405,1018,1643,400
"7544",7544,1168,1224,1876,1624,1256,1232,1235,1018,1643,400
"7545",7545,1168,1224,1808,1624,1256,1232,1235,1018,1643,400
"7546",7546,1168,1224,1808,1624,1256,1232,550,1018,1643,400
"7547",7547,1601,1224,1808,1624,1256,1232,550,1018,1643,400
"7548",623,1601,1224,1808,1624,1256,1232,550,1018,1643,400
"7549",7549,1601,1224,439,1624,1256,1232,550,1018,1643,400
"7550",7550,1601,1224,439,1624,1256,923,550,1018,1643,400
"7551",7551,1601,1224,439,1624,623,923,550,1018,1643,400
"7552",7552,1601,1224,439,1624,623,639,550,1018,1643,400
"7553",7553,1601,1224,439,1624,623,639,992,1018,1643,400
"7554",7554,1601,1224,439,1624,623,639,992,745,1643,400
"7555",7555,1601,1224,1231,1624,623,639,992,745,1643,400
"7556",7556,1601,1224,1231,1624,623,1027,992,745,1643,400
"7557",7557,1601,1224,1231,1624,623,1036,992,745,1643,400
"7558",7558,1601,1224,1231,1624,623,1036,992,1001,1643,400
"7559",7559,1601,1224,1231,1624,623,1036,992,1001,1835,400
"7560",7560,1601,1224,1231,1624,623,1036,451,1001,1835,400
"7561",7561,1601,1224,1231,1624,623,1036,451,1896,1835,400
"7562",7562,1601,1224,1231,1624,623,1036,451,1896,1089,400
"7563",7563,1601,1224,842,1624,623,1036,451,1896,1089,400
"7564",7564,1601,1224,842,1624,623,1036,451,1896,826,400
"7565",7565,1601,1224,842,1624,623,784,451,1896,826,400
"7566",7566,1601,1224,842,1624,1638,784,451,1896,826,400
"7567",7567,1601,1224,842,1624,1638,784,451,607,826,400
"7568",7568,1718,1224,842,1624,1638,784,451,607,826,400
"7569",7569,1718,1224,842,1624,1407,784,451,607,826,400
"7570",7570,642,1224,842,1624,1407,784,451,607,826,400
"7571",7571,642,1224,675,1624,1407,784,451,607,826,400
"7572",7572,642,1224,675,1624,450,784,451,607,826,400
"7573",7573,1896,1224,675,1624,450,784,451,607,826,400
"7574",7574,1896,1224,675,1624,1038,784,451,607,826,400
"7575",7575,1896,1224,675,1624,1038,784,451,1735,826,400
"7576",7576,1896,1224,675,1624,1038,784,1290,1735,826,400
"7577",7577,1896,1224,675,1624,1038,1590,1290,1735,826,400
"7578",7578,1896,1224,675,1565,1038,1590,1290,1735,826,400
"7579",7579,1896,1224,675,1565,707,1590,1290,1735,826,400
"7580",7580,1896,1224,675,1565,1117,1590,1290,1735,826,400
"7581",7581,1896,1224,675,1565,1117,911,1290,1735,826,400
"7582",7582,1896,1224,675,1565,1117,937,1290,1735,826,400
"7583",7583,1896,1224,675,1663,1117,937,1290,1735,826,400
"7584",7584,1896,1621,675,1663,1117,937,1290,1735,826,400
"7585",7585,1896,1621,675,1885,1117,937,1290,1735,826,400
"7586",7586,1896,1621,675,1885,1117,937,1290,445,826,400
"7587",7587,1896,1621,675,1885,1450,937,1290,445,826,400
"7588",7588,1896,1621,429,1885,1450,937,1290,445,826,400
"7589",7589,1896,1621,429,956,1450,937,1290,445,826,400
"7590",7590,1896,1621,429,956,1450,937,1290,1858,826,400
"7591",7591,1896,1621,429,956,978,937,1290,1858,826,400
"7592",7592,1896,1621,429,956,978,937,1290,1858,826,1605
"7593",7593,1896,1621,429,994,978,937,1290,1858,826,1605
"7594",7594,1896,1621,429,994,950,937,1290,1858,826,1605
"7595",7595,1896,1621,429,994,392,937,1290,1858,826,1605
"7596",7596,1896,783,429,994,392,937,1290,1858,826,1605
"7597",7597,1896,783,429,994,392,1829,1290,1858,826,1605
"7598",795,1896,783,429,994,392,1829,1290,1858,826,1605
"7599",7599,1896,783,429,994,392,616,1290,1858,826,1605
"7600",7600,1896,783,429,514,392,616,1290,1858,826,1605
"7601",7601,1896,783,429,514,1614,616,1290,1858,826,1605
"7602",7602,1896,783,429,514,1614,616,1290,516,826,1605
"7603",7603,1896,783,429,514,1614,616,1290,516,423,1605
"7604",7604,1896,783,429,1384,1614,616,1290,516,423,1605
"7605",7605,1896,783,429,1404,1614,616,1290,516,423,1605
"7606",7606,1896,783,429,1404,1614,616,1290,913,423,1605
"7607",7607,1896,1347,429,1404,1614,616,1290,913,423,1605
"7608",7608,1896,1347,1871,1404,1614,616,1290,913,423,1605
"7609",7609,1896,1347,1871,1404,1614,616,1290,913,423,399
"7610",7610,1896,1347,1871,1404,1614,616,1651,913,423,399
"7611",7611,1896,1347,1871,1404,1614,616,1651,913,423,1721
"7612",7612,1896,1347,556,1404,1614,616,1651,913,423,1721
"7613",7613,743,1347,556,1404,1614,616,1651,913,423,1721
"7614",7614,743,1007,556,1404,1614,616,1651,913,423,1721
"7615",7615,743,1007,556,1404,1614,616,1651,678,423,1721
"7616",7616,743,1007,556,1404,1614,616,1651,678,423,1652
"7617",7617,743,1007,556,1404,577,616,1651,678,423,1652
"7618",7618,743,1007,556,1404,577,616,1651,1023,423,1652
"7619",7619,524,1007,556,1404,577,616,1651,1023,423,1652
"7620",7620,524,1007,556,1404,1433,616,1651,1023,423,1652
"7621",7621,524,1007,556,1404,1309,616,1651,1023,423,1652
"7622",7622,524,1007,1390,1404,1309,616,1651,1023,423,1652
"7623",864,524,1007,1390,1404,1309,616,1651,1023,423,1652
"7624",1521,524,1007,1390,1404,1309,616,1651,1023,423,1652
"7625",7625,1576,1007,1390,1404,1309,616,1651,1023,423,1652
"7626",7626,1576,1007,1390,1404,1309,616,1263,1023,423,1652
"7627",7627,1576,1007,1390,1404,1309,616,1183,1023,423,1652
"7628",7628,1576,1007,1390,1404,1309,998,1183,1023,423,1652
"7629",7629,1576,1007,1390,1404,1309,998,1183,1023,441,1652
"7630",7630,1576,1007,1410,1404,1309,998,1183,1023,441,1652
"7631",7631,1576,1007,1410,1896,1309,998,1183,1023,441,1652
"7632",7632,1576,1007,1410,1689,1309,998,1183,1023,441,1652
"7633",7633,1226,1007,1410,1689,1309,998,1183,1023,441,1652
"7634",7634,1226,1007,1066,1689,1309,998,1183,1023,441,1652
"7635",7635,1226,1007,1066,1668,1309,998,1183,1023,441,1652
"7636",7636,1226,1007,1066,757,1309,998,1183,1023,441,1652
"7637",7637,1226,1007,1066,757,1309,998,1183,1023,402,1652
"7638",7638,1226,1007,1066,757,1309,998,1183,1299,402,1652
"7639",7639,1226,1007,1066,757,1309,998,1183,1299,402,1063
"7640",7640,1226,1007,1066,757,1309,998,1183,1299,848,1063
"7641",7641,1226,1007,1066,757,1825,998,1183,1299,848,1063
"7642",7642,1226,1007,1066,757,582,998,1183,1299,848,1063
"7643",7643,1654,1007,1066,757,582,998,1183,1299,848,1063
"7644",7644,1654,1007,1066,1397,582,998,1183,1299,848,1063
"7645",7645,1654,1007,1066,1397,582,1400,1183,1299,848,1063
"7646",7646,1654,1007,1673,1397,582,1400,1183,1299,848,1063
"7647",7647,1654,1007,1434,1397,582,1400,1183,1299,848,1063
"7648",7648,1654,1007,1673,1397,582,1400,1183,1299,848,1063
"7649",7649,1654,1007,1673,1397,582,732,1183,1299,848,1063
"7650",7650,1654,1007,1673,1871,582,732,1183,1299,848,1063
"7651",7651,1654,1007,1873,1871,582,732,1183,1299,848,1063
"7652",7652,1654,1007,1873,1871,582,647,1183,1299,848,1063
"7653",7653,1654,1007,1873,1871,1427,647,1183,1299,848,1063
"7654",7654,1654,1007,1873,1871,1427,647,1183,1299,1136,1063
"7655",7655,1654,1799,1873,1871,1427,647,1183,1299,1136,1063
"7656",1146,1654,1799,1873,1871,1427,647,1183,1299,1136,1063
"7657",1192,1654,1799,1873,1871,1427,647,1183,1299,1136,1063
"7658",7658,1654,1799,1873,1871,1427,647,1183,1299,913,1063
"7659",7659,1654,1799,1873,1871,1427,647,1183,1733,913,1063
"7660",7660,1654,1799,1873,1871,1427,647,1447,1733,913,1063
"7661",7661,1654,1799,1873,1871,1427,647,478,1733,913,1063
"7662",7662,476,1799,1873,1871,1427,647,478,1733,913,1063
"7663",7663,476,1799,1873,1871,1427,647,478,1622,913,1063
"7664",1629,476,1799,1873,1871,1427,647,478,1622,913,1063
"7665",7665,476,1906,1873,1871,1427,647,478,1622,913,1063
"7666",7666,476,1906,1873,1871,542,647,478,1622,913,1063
"7667",7667,476,1715,1873,1871,542,647,478,1622,913,1063
"7668",7668,476,1715,1873,1871,542,647,1255,1622,913,1063
"7669",7669,476,1715,1873,1871,542,932,1255,1622,913,1063
"7670",7670,476,1715,1296,1871,542,932,1255,1622,913,1063
"7671",1668,476,1715,1296,1871,542,932,1255,1622,913,1063
"7672",7672,476,1715,1237,1871,542,932,1255,1622,913,1063
"7673",7673,476,942,1237,1871,542,932,1255,1622,913,1063
"7674",7674,476,1793,1237,1871,542,932,1255,1622,913,1063
"7675",7675,476,1793,1237,1871,542,932,1255,1622,930,1063
"7676",7676,476,1793,406,1871,542,932,1255,1622,930,1063
"7677",7677,476,1793,406,1871,542,932,1255,1622,1801,1063
"7678",7678,476,1793,992,1871,542,932,1255,1622,1801,1063
"7679",7679,476,1793,1443,1871,542,932,1255,1622,1801,1063
"7680",7680,476,1793,1738,1871,542,932,1255,1622,1801,1063
"7681",7681,476,1793,1738,1871,561,932,1255,1622,1801,1063
"7682",7682,476,1793,1738,1871,561,932,1255,1622,1321,1063
"7683",7683,476,1793,1738,1871,561,932,1255,1162,1321,1063
"7684",7684,476,1793,1738,1871,561,932,1255,1168,1321,1063
"7685",7685,1192,1793,1738,1871,561,932,1255,1168,1321,1063
"7686",7686,1192,1095,1738,1871,561,932,1255,1168,1321,1063
"7687",7687,1192,1095,1738,1871,561,932,1255,1168,842,1063
"7688",7688,1192,1095,1738,1871,561,1398,1255,1168,842,1063
"7689",7689,1192,1095,1738,1871,1841,1398,1255,1168,842,1063
"7690",7690,1192,1095,1738,1871,1764,1398,1255,1168,842,1063
"7691",7691,1192,1095,1738,1871,1764,1398,1255,1168,1806,1063
"7692",7692,1192,667,1738,1871,1764,1398,1255,1168,1806,1063
"7693",7693,1192,667,1738,1871,430,1398,1255,1168,1806,1063
"7694",7694,1192,667,1738,1871,430,1398,1255,1168,748,1063
"7695",7695,1192,667,1738,1871,430,1398,1255,549,748,1063
"7696",7696,1192,667,1738,1871,430,1398,1403,549,748,1063
"7697",7697,1192,667,1738,1871,402,1398,1403,549,748,1063
"7698",7698,1192,667,1738,1871,402,1398,1796,549,748,1063
"7699",7699,1192,667,1738,1871,1580,1398,1796,549,748,1063
"7700",7700,1192,667,1164,1871,1580,1398,1796,549,748,1063
"7701",7701,1826,667,1164,1871,1580,1398,1796,549,748,1063
"7702",7702,1826,667,1164,1871,1355,1398,1796,549,748,1063
"7703",7703,978,667,1164,1871,1355,1398,1796,549,748,1063
"7704",7704,1817,667,1164,1871,1355,1398,1796,549,748,1063
"7705",7705,1817,667,1367,1871,1355,1398,1796,549,748,1063
"7706",7706,1817,667,1367,1798,1355,1398,1796,549,748,1063
"7707",7707,1817,1825,1367,1798,1355,1398,1796,549,748,1063
"7708",7708,1817,1825,1367,1798,1355,483,1796,549,748,1063
"7709",7709,1817,1825,823,1798,1355,483,1796,549,748,1063
"7710",7710,1817,1825,823,1798,1355,483,435,549,748,1063
"7711",7711,1817,1822,823,1798,1355,483,435,549,748,1063
"7712",7712,1817,1822,823,1798,1355,483,435,549,748,715
"7713",7713,1817,1822,823,1798,1355,483,1048,549,748,715
"7714",7714,1054,1822,823,1798,1355,483,1048,549,748,715
"7715",7715,1054,1822,823,1798,1355,483,1048,549,748,1458
"7716",7716,1054,1471,823,1798,1355,483,1048,549,748,1458
"7717",7717,1820,1471,823,1798,1355,483,1048,549,748,1458
"7718",7718,1503,1471,823,1798,1355,483,1048,549,748,1458
"7719",7719,1503,1471,823,1798,1355,483,1068,549,748,1458
"7720",7720,1503,1471,823,1798,1355,483,1068,549,748,1712
"7721",7721,1503,547,823,1798,1355,483,1068,549,748,1712
"7722",7722,1503,464,823,1798,1355,483,1068,549,748,1712
"7723",7723,1503,464,823,1798,1355,483,1068,1156,748,1712
"7724",7724,1503,464,823,1495,1355,483,1068,1156,748,1712
"7725",7725,1503,464,823,1495,1355,483,1068,1156,571,1712
"7726",7726,1503,464,823,1495,1355,483,1068,1234,571,1712
"7727",7727,1503,1546,823,1495,1355,483,1068,1234,571,1712
"7728",7728,1503,1546,823,1495,1355,483,1068,1234,1133,1712
"7729",7729,1503,1546,823,1495,1355,483,1068,1234,497,1712
"7730",7730,1503,1546,823,1495,1355,644,1068,1234,497,1712
"7731",7731,1503,1546,823,1495,540,644,1068,1234,497,1712
"7732",7732,1467,1546,823,1495,540,644,1068,1234,497,1712
"7733",7733,1443,1546,823,1495,540,644,1068,1234,497,1712
"7734",7734,1443,1546,823,1495,667,644,1068,1234,497,1712
"7735",7735,1443,1546,823,1495,667,644,1068,1234,497,1396
"7736",7736,1766,1546,823,1495,667,644,1068,1234,497,1396
"7737",7737,1766,1546,823,1495,667,1152,1068,1234,497,1396
"7738",7738,1766,1546,823,1495,667,1152,1523,1234,497,1396
"7739",7739,1766,1546,823,1495,667,1152,1523,1778,497,1396
"7740",7740,1766,1546,823,1495,1599,1152,1523,1778,497,1396
"7741",7741,1766,1546,1022,1495,1599,1152,1523,1778,497,1396
"7742",7742,1766,1546,1022,1495,1599,1152,1523,1007,497,1396
"7743",7743,1766,1546,1022,1495,1599,1152,1523,533,497,1396
"7744",7744,1766,1108,1022,1495,1599,1152,1523,533,497,1396
"7745",7745,1766,1923,1022,1495,1599,1152,1523,533,497,1396
"7746",7746,1766,1923,691,1495,1599,1152,1523,533,497,1396
"7747",7747,1766,1923,691,1495,1599,1152,1523,533,849,1396
"7748",7748,1766,1923,691,1495,1599,1152,1626,533,849,1396
"7749",7749,1766,1923,691,1495,1599,1152,416,533,849,1396
"7750",7750,1766,1923,691,1495,1599,1152,1796,533,849,1396
"7751",7751,1766,1923,1099,1495,1599,1152,1796,533,849,1396
"7752",7752,1766,799,1099,1495,1599,1152,1796,533,849,1396
"7753",7753,1766,799,1099,1495,1599,1152,1796,1641,849,1396
"7754",7754,1766,799,1099,1495,743,1152,1796,1641,849,1396
"7755",7755,1766,799,563,1495,743,1152,1796,1641,849,1396
"7756",7756,1766,799,619,1495,743,1152,1796,1641,849,1396
"7757",7757,1766,1443,619,1495,743,1152,1796,1641,849,1396
"7758",7758,1766,1443,619,1495,743,1152,1796,1745,849,1396
"7759",7759,1766,1443,619,1495,743,887,1796,1745,849,1396
"7760",7760,1766,1443,619,1495,707,887,1796,1745,849,1396
"7761",1172,1766,1443,619,1495,707,887,1796,1745,849,1396
"7762",7762,1766,1443,619,1495,707,887,752,1745,849,1396
"7763",7763,1766,1443,619,1495,707,617,752,1745,849,1396
"7764",7764,1766,1443,619,1495,707,617,752,1922,849,1396
"7765",7765,1766,1913,619,1495,707,617,752,1922,849,1396
"7766",7766,1766,1913,619,1495,1265,617,752,1922,849,1396
"7767",7767,1766,1913,619,1495,1265,617,752,1922,849,1693
"7768",7768,1766,1913,619,1495,1265,617,752,1155,849,1693
"7769",7769,1766,1099,619,1495,1265,617,752,1155,849,1693
"7770",7770,1766,1099,619,1495,1265,617,752,1819,849,1693
"7771",7771,1766,1099,619,1495,788,617,752,1819,849,1693
"7772",7772,1766,1099,619,1495,788,617,752,992,849,1693
"7773",7773,1766,1099,619,1495,788,840,752,992,849,1693
"7774",7774,1766,1099,619,1495,1522,840,752,992,849,1693
"7775",7775,1766,1099,1836,1495,1522,840,752,992,849,1693
"7776",7776,1766,1099,1836,1495,1118,840,752,992,849,1693
"7777",7777,1766,1099,1836,1495,1118,840,752,466,849,1693
"7778",7778,1766,1099,1836,1495,1118,1262,752,466,849,1693
"7779",7779,1766,1099,1836,1495,1118,1262,752,466,849,1236
"7780",7780,1766,1099,1836,1495,1897,1262,752,466,849,1236
"7781",7781,1766,838,1836,1495,1897,1262,752,466,849,1236
"7782",7782,1766,838,1836,1495,1897,652,752,466,849,1236
"7783",7783,1766,838,1836,1418,1897,652,752,466,849,1236
"7784",7784,1766,838,1836,1418,1897,652,708,466,849,1236
"7785",7785,1766,838,1836,1418,1897,1405,708,466,849,1236
"7786",7786,1766,838,1836,1418,1897,1405,471,466,849,1236
"7787",7787,1766,838,1836,1418,1897,1405,471,1686,849,1236
"7788",7788,1766,838,1836,1418,1897,1405,471,1498,849,1236
